Flight/Train/Ship number,Departure & arrival,Date of travel,Related cases,Seat Number (if known)
HX619,Osaka,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,50F
UO849,Tokyo,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
HX776,Bangkok,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,34A
CX742,Hanoi,27/12/2022,,Unknown
HB684,Bangkok,27/12/2022,,Unknown
CX926,Cebu,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
CX926,Cebu,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,41A
OZ745,Seoul,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,33E
NH811,Tokyo,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
HB684,Bangkok,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
PR310,Manila,27/12/2022,,68K
CX742,Hanoi,27/12/2022,,Unknown
HB684,Bangkok,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
CX902,Manila,27/12/2022,,61K
JL735,Tokyo,27/12/2022,,Unknown
CX926,Cebu,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
CX926,Cebu,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,60A
OZ745,Seoul,27/12/2022,,Unknown
CX926,Cebu,27/12/2022,,Unknown
PR310,Manila,27/12/2022,,50A
CX742,Hanoi,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
NH811,Tokyo,27/12/2022,,20G
OZ745,Seoul,27/12/2022,,3C
CX926,Cebu,27/12/2022,,Unknown
CX742,Hanoi,27/12/2022,,Unknown
NH811,Tokyo,27/12/2022,,20F
CX742,Hanoi,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,76H
HB684,Bangkok,27/12/2022,,Unknown
UO871,Tokyo,27/12/2022,,22C
CX708,Bangkok,27/12/2022,,38A
NH811,Tokyo,27/12/2022,,26D
CX742,Hanoi,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
UO871,Tokyo,27/12/2022,,Unknown
UO899,Osaka,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,62K
CX708,Bangkok,27/12/2022,,Unknown
CX708,Bangkok,27/12/2022,,41B
CX926,Cebu,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,24H
OZ745,Seoul,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
OZ745,Seoul,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,46B
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,78D
CX549,Tokyo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,30K
HX619,Osaka,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,30G
CX549,Tokyo,27/12/2022,,47J
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
EK384,Bangkok,27/12/2022,,Unknown
HX611,Tokyo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
NH811,Tokyo,27/12/2022,,20H
CX902,Manila,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,Unknown
NH811,Tokyo,27/12/2022,,Unknown
NH811,Tokyo,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,Unknown
JAL735,Tokyo,27/12/2022,,8G
CX750,Bangkok,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX543,Tokyo,27/12/2022,,65H
CX750,Bangkok,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX581,Sapporo,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,61B
CX561,Osaka,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
UO849,Tokyo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
AY099,Helsinki,27/12/2022,,43A
HX691,Sapporo,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX589,Fukuoka,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
UO849,Tokyo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,59A
CX507,Osaka,27/12/2022,,59B
CX589,Fukuoka,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,Unknown
CX561,Osaka,27/12/2022,,Unknown
TG638,Bangkok,27/12/2022,,47B
HX776,Bangkok,27/12/2022,,Unknown
CX784,Denpasar,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
HX691,Sapporo,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,48A
CX750,Bangkok,27/12/2022,,47K
CX750,Bangkok,27/12/2022,,Unknown
CX750,Bangkok,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,64H
CX507,Osaka,27/12/2022,,64D
CX479,Taipei,27/12/2022,,22D
CX104,Melbourne,27/12/2022,,Unknown
CX716,Singapore,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,Unknown
CX716,Singapore,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,33C
CX100,Sydney,27/12/2022,,62C
CX507,Osaka,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,64D
CX507,Osaka,27/12/2022,,64J
CX716,Singapore,27/12/2022,,Unknown
CX100,Sydney,27/12/2022,,Unknown
CX716,Singapore,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,47B
CX507,Osaka,27/12/2022,,47C
CX507,Osaka,27/12/2022,,Unknown
CX100,Sydney,27/12/2022,,73G
CX100,Sydney,27/12/2022,,Unknown
CX505,Tokyo,27/12/2022,,73J
CX479,Taipei,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,42D
CX702,Bangkok,27/12/2022,,30F
KE177,Seoul,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,11A
CX716,Singapore,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,40D
HX283,Taipei,27/12/2022,,Unknown
CX716,Singapore,27/12/2022,,Unknown
CX505,Tokyo,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,73H
CX104,Melbourne,27/12/2022,,62D
KE177,Seoul,27/12/2022,,Unknown
CX104,Melbourne,27/12/2022,,Unknown
CX104,Melbourne,27/12/2022,,Unknown
CX549,Tokyo,27/12/2022,,65J
BR2891,Taipei,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,47A
HX283,Taipei,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,47G
UO755,Bangkok,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,12G
CX419,Seoul,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,61C
HX283,Taipei,27/12/2022,,34
CX104,Melbourne,27/12/2022,,Unknown
CX104,Melbourne,27/12/2022,,71K
CX784,Denpasar,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,48J
CX764,Ho Chi Minh City,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,47C
VN3560,Ho Chi Minh City,27/12/2022,,Unknown
CX716,Singapore,27/12/2022,,Unknown
VN3560,Ho Chi Minh City,27/12/2022,,Unknown
VN3560,Ho Chi Minh City,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,Unknown
CX419,Seoul,27/12/2022,,64A
CX419,Seoul,27/12/2022,,Unknown
CX411,Seoul,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,13E
JL735,Tokyo,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
UO781,Singapore,27/12/2022,,Unknown
HX619,Osaka,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,Unknown
CX198,Auckland,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,41J
KE177,Seoul,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,7B
CX902,Manila,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,7C
KE177,Seoul,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,27E
UO755,Bangkok,27/12/2022,,28B
UO755,Bangkok,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,45C
CX419,Seoul,27/12/2022,,Unknown
JL735,Tokyo,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,Unknown
CX796,Jakarta,27/12/2022,,70D
CX784,Denpasar,27/12/2022,,Unknown
CX198,Auckland,27/12/2022,,Unknown
CX505,Tokyo,27/12/2022,,12G
CX505,Tokyo,27/12/2022,,63G
CX479,Taipei,27/12/2022,,68H
CX764,Ho Chi Minh City,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,28A
CX702,Bangkok,27/12/2022,,67B
CX419,Seoul,27/12/2022,,Unknown
KE177,Seoul,27/12/2022,,38E
CX716,Singapore,27/12/2022,,66G
CX702,Bangkok,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,14K
CX716,Singapore,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,47B
CX702,Bangkok,27/12/2022,,40J
KE177,Seoul,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,Unknown
CX104,Melbourne,27/12/2022,,Unknown
CX507,Osaka,27/12/2022,,Unknown
CX100,Sydney,27/12/2022,,Unknown
CX479,Taipei,27/12/2022,,31A
CX100,Sydney,27/12/2022,,63C
CX505,Tokyo,27/12/2022,,68A
JL735,Tokyo,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,Unknown
CX702,Bangkok,27/12/2022,,40H
CX479,Taipei,27/12/2022,,66J
CX479,Taipei,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,13F
JL735,Tokyo,27/12/2022,,Unknown
UO755,Bangkok,27/12/2022,,Unknown
CX881,Los Angeles,27/12/2022,,Unknown
CX881,Los Angeles,27/12/2022,,Unknown
CX829,Toronto,27/12/2022,,Unknown
CX829,Toronto,27/12/2022,,Unknown
CX170,Perth,27/12/2022,,Unknown
CX252,London,27/12/2022,,Unknown
CX250,London,27/12/2022,,31A
CX250,London,27/12/2022,,Unknown
CX766,Ho Chi Minh City,27/12/2022,,44C
CX881,Los Angeles,27/12/2022,,Unknown
5J110,Manila,27/12/2022,,Unknown
BA031,London,27/12/2022,,41F
BA031,London,27/12/2022,,Unknown
HX609,Tokyo,27/12/2022,,Unknown
TK070,Istanbul,27/12/2022,,Unknown
CX2690,Singapore,27/12/2022,,Unknown
UO623,Tokyo,27/12/2022,,25C
CX260,Paris,27/12/2022,,Unknown
CX527,Tokyo,27/12/2022,,33A
CX581,Sapporo,27/12/2022,,Unknown
CX764,Ho Chi Minh City,27/12/2022,,48J
KE177,Seoul,27/12/2022,,Unknown
CI915,Taipei,27/12/2022,,57H
EK384,Bangkok,27/12/2022,,Unknown
HB684,Bangkok,27/12/2022,,Unknown
LD326,Singapore,28/12/2022,,1A
UO781,Singapore,28/12/2022,,9B
UO781,Singapore,28/12/2022,,8A
HX527,Hanoi,28/12/2022,,Unknown
HX527,Hanoi,28/12/2022,,Unknown
HX527,Hanoi,28/12/2022,,Unknown
UO781,Singapore,28/12/2022,,Unknown
HX527,Hanoi,28/12/2022,,Unknown
HX527,Hanoi,28/12/2022,,Unknown
KE177,Seoul,28/12/2022,,Unknown
HX766,Bangkok,28/12/2022,,1
CX881,Los Angeles,28/12/2022,,Cabin Crew
HX766,Bangkok,28/12/2022,,Unknown
HX637,Osaka,28/12/2022,,Unknown
HX637,Osaka,28/12/2022,,Unknown
HX637,Osaka,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,69K
CX138,Sydney,28/12/2022,,45J
UO623,Tokyo,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,49A
CX138,Sydney,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,Unknown
HX637,Osaka,28/12/2022,,Unknown
HX637,Osaka,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,14F
UO623,Tokyo,28/12/2022,,9B
UO623,Tokyo,28/12/2022,,18E
UO623,Tokyo,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,8B
UO623,Tokyo,28/12/2022,,1C
UO623,Tokyo,28/12/2022,,20F
UO623,Tokyo,28/12/2022,,Unknown
UO623,Tokyo,28/12/2022,,Unknown
CX881,Los Angeles,28/12/2022,,Unknown
CX881,Los Angeles,28/12/2022,,Unknown
AA8934,Los Angeles,28/12/2022,,Unknown
CX178,Melbourne,28/12/2022,,Unknown
CX696,Mumbai,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,Unknown
CX881,Los Angeles,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,Unknown
CX881,Los Angeles,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,53H
CX881,Los Angeles,28/12/2022,,Unknown
CX178,Melbourne,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,45F
HX782,Manila,28/12/2022,,Unknown
HX780,Bangkok,28/12/2022,,Unknown
CX873,San Francisco,28/12/2022,,Unknown
CX873,San Francisco,28/12/2022,,45J
CX873,San Francisco,28/12/2022,,53G
HX780,Bangkok,28/12/2022,,Unknown
HX780,Bangkok,28/12/2022,,35A
HX780,Bangkok,28/12/2022,,Unknown
CX881,Los Angeles,28/12/2022,,Cabin Crew
HX780,Bangkok,28/12/2022,,Unknown
CX873,San Francisco,28/12/2022,,Unknown
LX9514,Zurich,28/12/2022,,Unknown
CX873,San Francisco,28/12/2022,,Unknown
CX714,Singapore,28/12/2022,,Unknown
HX780,Bangkok,28/12/2022,,Unknown
CX138,Sydney,28/12/2022,,66G
HX780,Bangkok,28/12/2022,,Unknown
LX9514,Zurich,28/12/2022,,Unknown
5J272,Manila,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,43D
CX178,Melbourne,28/12/2022,,Unknown
AC007,Vancouver,28/12/2022,,41G
5J272,Manila,28/12/2022,,Unknown
CX873,San Francisco,28/12/2022,,Unknown
HX780,Bangkok,28/12/2022,,Unknown
CX714,Singapore,28/12/2022,,Unknown
HX780,Bangkok,28/12/2022,,Unknown
CX250,London,28/12/2022,,63K
CX252,London,28/12/2022,,40D
CX250,London,28/12/2022,,Unknown
CX252,London,28/12/2022,,Unknown
CX252,London,28/12/2022,,60J
BR851,Taipei,28/12/2022,,Unknown
CI903,Taipei,28/12/2022,,Unknown
CI903,Taipei,28/12/2022,,Unknown
BR851,Taipei,28/12/2022,,21H
BR851,Taipei,28/12/2022,,Unknown
BR851,Taipei,28/12/2022,,29A
KE171,Seoul,28/12/2022,,Unknown
KE171,Seoul,28/12/2022,,32D
BR867,Taipei,28/12/2022,,23B
BR867,Taipei,28/12/2022,,32K
BR867,Taipei,28/12/2022,,33H
KE171,Seoul,28/12/2022,,45B
KE171,Seoul,28/12/2022,,32A
KE171,Seoul,28/12/2022,,Unknown
MH072,Kuala Lumpur,28/12/2022,,32E
BR867,Taipei,28/12/2022,,Unknown
KE171,Seoul,28/12/2022,,37B
KE171,Seoul,28/12/2022,,46E
KE171,Seoul,28/12/2022,,52G
MH072,Kuala Lumpur,28/12/2022,,32H
PR300,Manila,28/12/2022,,54C
PR300,Manila,28/12/2022,,Unknown
CX170,Perth,28/12/2022,,Unknown
5J110,Manila,28/12/2022,,Unknown
TR978,Singapore,28/12/2022,,Unknown
TR978,Singapore,28/12/2022,,Unknown
CX252,London,28/12/2022,,Unknown
CX252,London,28/12/2022,,65E
CX252,London,28/12/2022,,Unknown
CX252,London,28/12/2022,,69B
CX829,Toronto,28/12/2022,,12D
TR978,Singapore,28/12/2022,,Unknown
CX252,London,28/12/2022,,Unknown
CX624,Bengaluru,28/12/2022,,Cabin Crew
CX624,Bengaluru,28/12/2022,,32F
TR978,Singapore,28/12/2022,,42C
CX252,London,28/12/2022,,44B
TR978,Singapore,28/12/2022,,Unknown
TR978,Singapore,28/12/2022,,39B
CX829,Toronto,28/12/2022,,12G
CX624,Bengaluru,28/12/2022,,32G
BR867,Taipei,28/12/2022,,49A
NH859,Tokyo,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
SQ882,Singapore,28/12/2022,,Unknown
MH72,Kuala Lumpur,28/12/2022,,33F
SQ882,Singapore,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
SQ882,Singapore,28/12/2022,,31F
SQ882,Singapore,28/12/2022,,Unknown
CX503,Osaka,28/12/2022,,Unknown
BR867,Taipei,28/12/2022,,27H
UO821,Okinawa,28/12/2022,,Unknown
UO821,Okinawa,28/12/2022,,28A
UO821,Okinawa,28/12/2022,,Unknown
UO821,Okinawa,28/12/2022,,28C
UO821,Okinawa,28/12/2022,,Unknown
CX503,Osaka,28/12/2022,,Unknown
SQ882,Singapore,28/12/2022,,Unknown
SQ882,Singapore,28/12/2022,,Unknown
UO821,Okinawa,28/12/2022,,Unknown
CX501,Tokyo,28/12/2022,,Unknown
CX503,Osaka,28/12/2022,,Unknown
UO821,Okinawa,28/12/2022,,Unknown
AK138,Kuala Lumpur,28/12/2022,,19F
KE171,Seoul,28/12/2022,,Unknown
AK138,Kuala Lumpur,28/12/2022,,27B
AK138,Kuala Lumpur,28/12/2022,,27A
TG600,Bangkok,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,51D
CX252,London,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,Unknown
TG600,Bangkok,28/12/2022,,20F
AK138,Kuala Lumpur,28/12/2022,,18E
AK138,Kuala Lumpur,28/12/2022,,27C
AK138,Kuala Lumpur,28/12/2022,,22A
AK138,Kuala Lumpur,28/12/2022,,19E
CX250,London,28/12/2022,,Unknown
CX250,London,28/12/2022,,Unknown
5J110,Manila,28/12/2022,,Unknown
CI909,Taipei,28/12/2022,,Unknown
CI909,Taipei,28/12/2022,,Unknown
CI909,Taipei,28/12/2022,,Unknown
CI909,Taipei,28/12/2022,,Unknown
CI909,Taipei,28/12/2022,,Unknown
UO705,Bangkok,28/12/2022,,6B
QR818,Doha,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
UO725,Phuket,28/12/2022,,Unknown
JL029,Tokyo,28/12/2022,,51H
CX766,Ho Chi Minh City,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,Unknown
CX766,Ho Chi Minh City,28/12/2022,,43A
CX766,Ho Chi Minh City,28/12/2022,,11A
UO705,Bangkok,28/12/2022,,Unknown
UO725,Phuket,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,26G
UO173,Taichung,28/12/2022,,Unknown
JL029,Tokyo,28/12/2022,,Unknown
UO725,Phuket,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
UO111,Taipei,28/12/2022,,19C
QR818,Doha,28/12/2022,,Unknown
CX780,Surabaya,28/12/2022,,Cabin Crew
UO111,Taipei,28/12/2022,,Unknown
CX766,Ho Chi Minh City,28/12/2022,,Unknown
CX766,Ho Chi Minh City,28/12/2022,,44A
CX766,Ho Chi Minh City,28/12/2022,,Unknown
CX250,London,28/12/2022,,Unknown
JL029,Tokyo,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
UO705,Bangkok,28/12/2022,,Unknown
JL029,Tokyo,28/12/2022,,Unknown
CX250,London,28/12/2022,,Unknown
QR818,Doha,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,Unknown
BA031,London,28/12/2022,,32K
VN592,Hanoi,28/12/2022,,Unknown
VN592,Hanoi,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,Unknown
CX766,Ho Chi Minh City,28/12/2022,,Unknown
CX780,Surabaya,28/12/2022,,Unknown
CX250,London,28/12/2022,,Unknown
VN592,Hanoi,28/12/2022,,Unknown
VN3562,Ho Chi Minh City,28/12/2022,,Unknown
CX766,Ho Chi Minh City,28/12/2022,,44B
UO725,Phuket,28/12/2022,,23D
QR818,Doha,28/12/2022,,34B
UO725,Phuket,28/12/2022,,23C
QR818,Doha,28/12/2022,,Unknown
JL029,Tokyo,28/12/2022,,52K
QR818,Doha,28/12/2022,,34C
UO705,Bangkok,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
CX250,London,28/12/2022,,Unknown
CX841,New York,28/12/2022,,40K
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Cabin Crew
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX411,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,Unknown
TK070,Istanbul,28/12/2022,,Unknown
SQ894,Singapore,28/12/2022,,Unknown
SQ894,Singapore,28/12/2022,,Unknown
UO687,Osaka,28/12/2022,,26C
UO687,Osaka,28/12/2022,,Unknown
UO687,Osaka,28/12/2022,,Unknown
CX614,Bangkok,28/12/2022,,Unknown
UO687,Osaka,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,39J
SQ894,Singapore,28/12/2022,,Unknown
TK070,Istanbul,28/12/2022,,Unknown
UO687,Osaka,28/12/2022,,Unknown
UO687,Osaka,28/12/2022,,21D
CX614,Bangkok,28/12/2022,,Unknown
CX614,Bangkok,28/12/2022,,Unknown
TK070,Istanbul,28/12/2022,,26E
CX614,Bangkok,28/12/2022,,Unknown
CX614,Bangkok,28/12/2022,,Unknown
CX614,Bangkok,28/12/2022,,Unknown
SQ894,Singapore,28/12/2022,,Unknown
UO725,Phuket,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
CX543,Tokyo,28/12/2022,,Unknown
CX543,Tokyo,28/12/2022,,Unknown
CX930,Manila,28/12/2022,,17A
CX543,Tokyo,28/12/2022,,62E
CX417,Seoul,28/12/2022,,Unknown
NH859,Tokyo,28/12/2022,,Unknown
CX411,Seoul,28/12/2022,,Unknown
CX543,Tokyo,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
CX543,Tokyo,28/12/2022,,55B
CX543,Tokyo,28/12/2022,,62F
LX138,Zurich,28/12/2022,,Unknown
LX138,Zurich,28/12/2022,,9G
HX633,Osaka,28/12/2022,,Unknown
LX138,Zurich,28/12/2022,,Unknown
LX138,Zurich,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,Unknown
BR871,Taipei,28/12/2022,,Unknown
SQ894,Singapore,28/12/2022,,Unknown
SQ894,Singapore,28/12/2022,,Unknown
LX138,Zurich,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,Unknown
BR871,Taipei,28/12/2022,,35A
LX138,Zurich,28/12/2022,,Unknown
HX633,Osaka,28/12/2022,,Unknown
5J112,Manila,28/12/2022,,Unknown
LX138,Zurich,28/12/2022,,Unknown
BR871,Taipei,28/12/2022,,35B
UO687,Osaka,28/12/2022,,Unknown
CX930,Manila,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,Unknown
CX501,Tokyo,28/12/2022,,Unknown
CX417,Seoul,28/12/2022,,Unknown
BA031,London,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,Unknown
CX501,Tokyo,28/12/2022,,46D
CX501,Tokyo,28/12/2022,,Unknown
CX501,Tokyo,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,8A
CX501,Tokyo,28/12/2022,,Unknown
CX750,Bangkok,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,3E
CX501,Tokyo,28/12/2022,,Unknown
CX750,Bangkok,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,23A
CX501,Tokyo,28/12/2022,,69J
CX495,Taipei,28/12/2022,,Unknown
CX501,Tokyo,28/12/2022,,Unknown
FD500,Bangkok,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,16D
BA031,London,28/12/2022,,40C
CX501,Tokyo,28/12/2022,,69H
CX543,Tokyo,28/12/2022,,55C
CX495,Taipei,28/12/2022,,Unknown
CX495,Taipei,28/12/2022,,Unknown
