Flight/Train/Ship number,Departure & arrival,Date of travel,Related cases,Seat Number (if known)
CX252,London,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,Unknown
HX766,Bangkok,25/12/2022,,Unknown
HX766,Bangkok,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,Unknown
CX100,Sydney,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,46D
CX702,Bangkok,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX742,Hanoi,25/12/2022,,Unknown
UO755,Bangkok,25/12/2022,,2D
HX691,Sapporo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
UO755,Bangkok,25/12/2022,,Unknown
CX764,Ho Chi Minh City,25/12/2022,,Cabin Crew
CX505,Tokyo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX419,Seoul,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX501,Tokyo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX742,Hanoi,25/12/2022,,63K
CX505,Tokyo,25/12/2022,,Unknown
CX0419,Seoul,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX742,Hanoi,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,11A
HX619,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,66H
HX619,Osaka,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
UO703,Bangkok,25/12/2022,,30D
CX100,Sydney,25/12/2022,,Unknown
CX600,Phnom Penh,25/12/2022,,Cabin Crew
CX600,Phnom Penh,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,42C
CX702,Bangkok,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX702,Bangkok,25/12/2022,,Unknown
UO669,Fukuoka,25/12/2022,,14C
UO849,Tokyo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,30G
CX507,Osaka,25/12/2022,,Unknown
UO669,Fukuoka,25/12/2022,,Unknown
UO669,Fukuoka,25/12/2022,,Unknown
CX716,Singapore,25/12/2022,,47H
CX507,Osaka,25/12/2022,,65J
CX549,Tokyo,25/12/2022,,Unknown
CX600,Phnom Penh,25/12/2022,,Unknown
CX100,Sydney,25/12/2022,,73K
CX507,Osaka,25/12/2022,,65H
UO669,Fukuoka,25/12/2022,,15B
UO669,Fukuoka,25/12/2022,,Unknown
CX926,Cebu,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
CX716,Singapore,25/12/2022,,Unknown
CX479,Taipei,25/12/2022,,Unknown
UO669,Fukuoka,25/12/2022,,Unknown
HK691,Sapporo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
JL735,Tokyo,25/12/2022,,29A
HX691,Sapporo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,43J
HX691,Sapporo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,43H
HX619,Osaka,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
UO559,Da Nang,25/12/2022,,Unknown
UO559,Da Nang,25/12/2022,,14E
HX691,Sapporo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
UO559,Da Nang,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
HX611,Tokyo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
JL735,Tokyo,25/12/2022,,20H
HX283,Taipei,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,20A
UO849,Tokyo,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,20B
UO849,Tokyo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,68D
UO849,Tokyo,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,21K
TG638,Bangkok,25/12/2022,,33C
HX619,Osaka,25/12/2022,,47A
UO849,Tokyo,25/12/2022,,14C
HX619,Osaka,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,54G
CX549,Tokyo,25/12/2022,,54D
CX561,Osaka,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,68K
TG638,Bangkok,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,64G
CX561,Osaka,25/12/2022,,10
HX619,Osaka,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,63G
UO849,Tokyo,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,47C
CX2690,Singapore,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
KE177,Seoul,25/12/2022,,51G
OZ745,Seoul,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,20C
OZ745,Seoul,25/12/2022,,24G
OZ745,Seoul,25/12/2022,,12H
UO849,Tokyo,25/12/2022,,Unknown
UO871,Tokyo,25/12/2022,,Unknown
KE177,Seoul,25/12/2022,,38B
KE177,Seoul,25/12/2022,,38A
KE171,Seoul,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,Unknown
JL735,Tokyo,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,Unknown
KE177,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,23H
OZ745,Seoul,25/12/2022,,23D
KE177,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,43K
KE177,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,43H
OZ745,Seoul,25/12/2022,,28E
OZ745,Seoul,25/12/2022,,24F
OZ745,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,42H
HX1565,Seoul,25/12/2022,,Unknown
KE177,Seoul,25/12/2022,,52H
KE171,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,28D
TG638,Bangkok,25/12/2022,,52E
TG638,Bangkok,25/12/2022,,Unknown
CX595,Osaka,25/12/2022,,56B
CX527,Tokyo,25/12/2022,,46G
UO849,Tokyo,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,25H
HX776,Bangkok,25/12/2022,,40K
CX2690,Singapore,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,51B
CX595,Osaka,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
PR306,Manila,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX2690,Singapore,25/12/2022,,Unknown
HX776,Bangkok,25/12/2022,,40H
TG638,Bangkok,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,51A
PR306,Manila,25/12/2022,,Unknown
CX2690,Singapore,25/12/2022,,41K
CX2690,Singapore,25/12/2022,,42H
KL819,Amsterdam,25/12/2022,,40D
CX527,Tokyo,25/12/2022,,11D
HX776,Bangkok,25/12/2022,,40J
TG638,Bangkok,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,9F
HX776,Bangkok,25/12/2022,,Unknown
CX595,Osaka,25/12/2022,,Unknown
CX595,Osaka,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
CX104,Melbourne,25/12/2022,,18A
EK384,Bangkok,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
UO871,Tokyo,25/12/2022,,Unknown
CX104,Melbourne,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,2E
UO899,Osaka,25/12/2022,,Unknown
CX902,Manila,25/12/2022,,19A
CX581,Sapporo,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
5J116,Manila,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,50J
CX581,Sapporo,25/12/2022,,Unknown
HB684,Bangkok,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,23E
HX691,Sapporo,25/12/2022,,Unknown
UO871,Tokyo,25/12/2022,,Unknown
CX784,Denpasar,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,65J
CX411,Seoul,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,35G
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,39K
CX411,Seoul,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,53
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,25K
LH796,Frankfurt,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,12D
CX581,Sapporo,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,Unknown
CX104,Melbourne,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,42J
CX411,Seoul,25/12/2022,,42H
EK384,Bangkok,25/12/2022,,62C
EK384,Bangkok,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,46J
EK384,Bangkok,25/12/2022,,46K
EK384,Bangkok,25/12/2022,,11F
TK070,Istanbul,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,46G
TK070,Istanbul,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,42G
EK384,Bangkok,25/12/2022,,54H
CX501,Tokyo,25/12/2022,,63D
UO851,Osaka,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
UO851,Osaka,25/12/2022,,24D
UO851,Osaka,25/12/2022,,24E
HX609,Tokyo,25/12/2022,,Unknown
UO851,Osaka,25/12/2022,,24F
HX609,Tokyo,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
HX611,Tokyo,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
AY99,Helsinki,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
HX611,Tokyo,25/12/2022,,Unknown
CX234,Milan,25/12/2022,,65K
ET644,Addis Ababa,25/12/2022,,Unknown
QR818,Doha,25/12/2022,,Unknown
CX543,Tokyo,25/12/2022,,Unknown
Z21264,Manila,25/12/2022,,Unknown
Z21264,Manila,25/12/2022,,Unknown
CX419,Seoul,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,18K
CX419,Seoul,25/12/2022,,Unknown
UO135,Kaohsiung,25/12/2022,,Unknown
HX619,Osaka,25/12/2022,,Unknown
CX100,Sydney,25/12/2022,,Unknown
CX100,Sydney,25/12/2022,,Unknown
HK691,Sapporo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,40C
PX008,Port Moresby,25/12/2022,,Unknown
PX008,Port Moresby,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,24D
PR306,Manila,25/12/2022,,43A
PX008,Port Moresby,25/12/2022,,Unknown
KL819,Amsterdam,25/12/2022,,Unknown
KL819,Amsterdam,25/12/2022,,Unknown
UA7989,Tokyo,25/12/2022,,Unknown
NH811,Tokyo,25/12/2022,,Unknown
KE177,Seoul,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
PR306,Manila,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
KL819,Amsterdam,25/12/2022,,Unknown
KL819,Amsterdam,25/12/2022,,39B
PX008,Port Moresby,25/12/2022,,Unknown
CZ3075,Wuhan,25/12/2022,,Unknown
CX784,Denpasar,25/12/2022,,Unknown
CX104,Melbourne,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,23L
UO899,Osaka,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,51H
LH796,Frankfurt,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,10
AY099,Helsinki,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
UA7989,Tokyo,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
CX335,Beijing,25/12/2022,,16K
UO631,Seoul,25/12/2022,,Unknown
CX419,Seoul,25/12/2022,,Unknown
KL819,Amsterdam,25/12/2022,,33C
CX501,Tokyo,25/12/2022,,Unknown
CX501,Tokyo,25/12/2022,,Unknown
HX633,Osaka,25/12/2022,,Unknown
CX363,Shanghai,25/12/2022,,66D
CX363,Shanghai,25/12/2022,,66E
SQ894,Singapore,25/12/2022,,Unknown
CA111,Beijing,25/12/2022,,43A
CA111,Beijing,25/12/2022,,46C
UO899,Osaka,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
CX722,Kuala Lumpur,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
CX766,Ho Chi Minh City,25/12/2022,,Unknown
AA8934,Los Angeles,25/12/2022,,46A
CX543,Tokyo,25/12/2022,,12A
UO705,Bangkok,25/12/2022,,Unknown
CX216,Manchester,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
CX100,Sydney,25/12/2022,,Unknown
CX561,Osaka,25/12/2022,,Unknown
CX363,Shanghai,25/12/2022,,Unknown
CI909,Taipei,25/12/2022,,Unknown
QR818,Doha,25/12/2022,,40J
CX845,New York,25/12/2022,,67H
CX845,New York,25/12/2022,,Unknown
CX873,San Francisco,25/12/2022,,Unknown
CX766,Ho Chi Minh City,25/12/2022,,Unknown
UO705,Bangkok,25/12/2022,,Unknown
CX501,Tokyo,25/12/2022,,47K
NH811,Tokyo,25/12/2022,,Unknown
HX633,Osaka,25/12/2022,,Unknown
HX611,Tokyo,25/12/2022,,Unknown
CX951,Qingdao,25/12/2022,,40K
KL819,Amsterdam,25/12/2022,,Unknown
FD500,Bangkok,25/12/2022,,Unknown
CX738,Dubai,25/12/2022,,14A
HX619,Osaka,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,16A
KL819,Amsterdam,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,34C
LH796,Frankfurt,25/12/2022,,34A
UO631,Seoul,25/12/2022,,Unknown
UO849,Tokyo,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
HX637,Osaka,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,32K
MF381,Xiamen,25/12/2022,,58L
UO601,Fukuoka,25/12/2022,,19C
PG4567,Bangkok,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,58J
MF381,Xiamen,25/12/2022,,48L
MU733,Kunming,25/12/2022,,49J
HX766,Bangkok,25/12/2022,,Unknown
CX600,Phnom Penh,25/12/2022,,Unknown
MU507,Shanghai,25/12/2022,,Unknown
UO725,Phuket,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,Unknown
MU507,Shanghai,25/12/2022,,Unknown
UO871,Tokyo,25/12/2022,,6D
UO631,Seoul,25/12/2022,,20F
CX750,Bangkok,25/12/2022,,Unknown
CX750,Bangkok,25/12/2022,,41G
CX784,Denpasar,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,40K
UO755,Bangkok,25/12/2022,,9D
CX288,Frankfurt,25/12/2022,,Unknown
CA111,Beijing,25/12/2022,,43C
CX419,Seoul,25/12/2022,,Unknown
BA031,London,25/12/2022,,Unknown
LH796,Frankfurt,25/12/2022,,Unknown
CX381,Shanghai,25/12/2022,,51G
CI909,Taipei,25/12/2022,,48A
UO821,Okinawa,25/12/2022,,Unknown
HX108,Haikou,25/12/2022,,43A
MU507,Shanghai,25/12/2022,,34L
MU507,Shanghai,25/12/2022,,32G
MU507,Shanghai,25/12/2022,,32H
CX951,Qingdao,25/12/2022,,65G
CX216,Manchester,25/12/2022,,Unknown
TR978,Singapore,25/12/2022,,Unknown
UO871,Tokyo,25/12/2022,,Unknown
CX252,London,25/12/2022,,Unknown
CX363,Shanghai,25/12/2022,,66H
CX501,Tokyo,25/12/2022,,Unknown
UO705,Bangkok,25/12/2022,,Unknown
CX381,Shanghai,25/12/2022,,43K
MF381,Xiamen,25/12/2022,,48J
CX750,Bangkok,25/12/2022,,33K
MF381,Xiamen,25/12/2022,,Unknown
HB503,Taipei,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,25B
CX951,Qingdao,25/12/2022,,68A
CX702,Bangkok,25/12/2022,,Unknown
CX2411,Seoul,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,Unknown
MU733,Kunming,25/12/2022,,43J
MU733,Kunming,25/12/2022,,43L
CX702,Bangkok,25/12/2022,,Unknown
HB503,Taipei,25/12/2022,,Unknown
UO781,Singapore,25/12/2022,,Unknown
AK138,Kuala Lumpur,25/12/2022,,17A
FD500,Bangkok,25/12/2022,,Unknown
CX845,New York,25/12/2022,,61G
UO669,Fukuoka,25/12/2022,,24E
MF381,Xiamen,25/12/2022,,49C
CX600,Phnom Penh,25/12/2022,,Unknown
CX881,Los Angeles,25/12/2022,,Unknown
HX776,Bangkok,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,44G
CX930,Manila,25/12/2022,,17A
ET644,Addis Ababa,25/12/2022,,23C
CX987,Chengdu,25/12/2022,,43C
UO705,Bangkok,25/12/2022,,14F
CX495,Taipei,25/12/2022,,Unknown
CX738,Dubai,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,62B
BR867,Taipei,25/12/2022,,Unknown
MU507,Shanghai,25/12/2022,,43J
KE177,Seoul,25/12/2022,,50G
CX543,Tokyo,25/12/2022,,Unknown
BR871,Taipei,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,Unknown
3U3959,Chengdu,25/12/2022,,2D
HX609,Tokyo,25/12/2022,,Unknown
CX714,Singapore,25/12/2022,,45H
NZ081,Auckland,25/12/2022,,Unknown
CX873,San Francisco,25/12/2022,,50J
NH859,Tokyo,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,Unknown
CX696,Mumbai,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,Unknown
NH859,Tokyo,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,Unknown
CA111,Beijing,25/12/2022,,11D
CX505,Tokyo,25/12/2022,,Unknown
CX495,Taipei,25/12/2022,,Unknown
TK070,Istanbul,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,Unknown
AY099,Helsinki,25/12/2022,,Unknown
CX742,Hanoi,25/12/2022,,Unknown
CX411,Seoul,25/12/2022,,Unknown
CX708,Bangkok,25/12/2022,,Unknown
UO755,Bangkok,25/12/2022,,Unknown
LX138,Zurich,25/12/2022,,Unknown
NZ081,Auckland,25/12/2022,,24F
CX738,Dubai,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
CX495,Taipei,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
CX549,Tokyo,25/12/2022,,53K
CX708,Bangkok,25/12/2022,,Unknown
CX581,Sapporo,25/12/2022,,12K
JL029,Tokyo,25/12/2022,,3A
NZ081,Auckland,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
QR818,Doha,25/12/2022,,Unknown
UO705,Bangkok,25/12/2022,,Unknown
OZ745,Seoul,25/12/2022,,Unknown
MU507,Shanghai,25/12/2022,,40G
CZ3075,Wuhan,25/12/2022,,Unknown
MU507,Shanghai,25/12/2022,,40H
CX738,Dubai,25/12/2022,,Unknown
UO821,Okinawa,25/12/2022,,8C
CX2690,Singapore,25/12/2022,,66J
CX503,Osaka,25/12/2022,,42B
HX619,Osaka,25/12/2022,,Unknown
UO631,Seoul,25/12/2022,,21E
HX691,Sapporo,25/12/2022,,Unknown
HX611,Tokyo,25/12/2022,,Unknown
CX260,Paris,25/12/2022,,20D
CX595,Osaka,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
NH859,Tokyo,25/12/2022,,Unknown
CX845,New York,25/12/2022,,41A
CX411,Seoul,25/12/2022,,63B
QR818,Doha,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,Unknown
CX881,Los Angeles,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,49L
CX708,Bangkok,25/12/2022,,Unknown
CX417,Seoul,25/12/2022,,Unknown
CX2411,Seoul,25/12/2022,,Unknown
UO899,Osaka,25/12/2022,,Unknown
HB684,Bangkok,25/12/2022,,Unknown
CX845,New York,25/12/2022,,Unknown
CX750,Bangkok,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,Unknown
TG600,Bangkok,25/12/2022,,Unknown
CX234,Milan,25/12/2022,,60D
HX691,Sapporo,25/12/2022,,Unknown
HX637,Osaka,25/12/2022,,38A
CX216,Manchester,25/12/2022,,Unknown
CX738,Dubai,25/12/2022,,Unknown
CX505,Tokyo,25/12/2022,,Unknown
CX543,Tokyo,25/12/2022,,54H
CX138,Sydney,25/12/2022,,Unknown
CX419,Seoul,25/12/2022,,47J
CX216,Manchester,25/12/2022,,17D
LX138,Zurich,25/12/2022,,Unknown
UO631,Seoul,25/12/2022,,Unknown
EK384,Bangkok,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,12A
UO601,Fukuoka,25/12/2022,,15B
UO601,Fukuoka,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,Unknown
MF381,Xiamen,25/12/2022,,12C
CX411,Seoul,25/12/2022,,42K
CX495,Taipei,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,40D
CX503,Osaka,25/12/2022,,40C
CX250,London,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
TG638,Bangkok,25/12/2022,,Unknown
CX2690,Singapore,25/12/2022,,61G
UO899,Osaka,25/12/2022,,Unknown
SQ882,Singapore,25/12/2022,,53K
CX634,Penang,25/12/2022,,Unknown
CX381,Shanghai,25/12/2022,,68K
HX691,Sapporo,25/12/2022,,Unknown
MU733,Kunming,25/12/2022,,34A
CX005,Taipei,25/12/2022,,Unknown
CX489,Taipei,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,Unknown
CX503,Osaka,25/12/2022,,Unknown
HX609,Tokyo,25/12/2022,,Unknown
CX507,Osaka,25/12/2022,,67J
AY099,Helsinki,25/12/2022,,Unknown
HX691,Sapporo,25/12/2022,,41F
BA031,London,25/12/2022,,30J
CX881,Los Angeles,25/12/2022,,Unknown
NZ81,Auckland,25/12/2022,,34K
CX750,Bangkok,26/12/2022,,Unknown
BA031,London,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,22A
CX750,Bangkok,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,68J
FD500,Bangkok,26/12/2022,,Unknown
TK70,Bangkok,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,Unknown
VN592,Hanoi,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,14B
HX629,Seoul,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,18D
FD500,Bangkok,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,22E
ET608,Addis Ababa,26/12/2022,,Unknown
5J112,Manila,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,15C
UO631,Seoul,26/12/2022,,Unknown
EK384,Bangkok,26/12/2022,,Unknown
ET608,Addis Ababa,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,15B
UO681,Fukuoka,26/12/2022,,Unknown
