As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
15/03/2020,18:00,Brunei Darussalam,25,0,
15/03/2020,18:00,Bulgaria,7,1,
15/03/2020,18:00,Burkina Faso,2,0,
15/03/2020,18:00,Cambodia,7,0,
15/03/2020,18:00,Cameroon,2,0,
15/03/2020,18:00,Canada,244,1,
15/03/2020,18:00,Cayman Islands,1,0,
15/03/2020,18:00,Chile,43,0,
15/03/2020,18:00,Colombia,16,0,
15/03/2020,18:00,Costa Rica,23,0,
15/03/2020,18:00,Côte d’Ivoire,1,0,
15/03/2020,18:00,Croatia,31,0,
15/03/2020,18:00,Cuba,4,0,
15/03/2020,18:00,Cyprus,21,0,
15/03/2020,18:00,Czech Republic,150,0,
15/03/2020,18:00,Democratic Republic of the Congo,2,0,
15/03/2020,18:00,Denmark,827,0,
15/03/2020,18:00,Dominican Republic,5,0,
15/03/2020,18:00,Ecuador,23,0,
15/03/2020,18:00,Egypt,93,2,
15/03/2020,18:00,Estonia,79,0,
15/03/2020,18:00,Ethiopia,1,0,
15/03/2020,18:00,Faroe Islands,3,0,
15/03/2020,18:00,Finland,155,0,
15/03/2020,18:00,France,4500,91,
15/03/2020,18:00,French Guiana,6,0,
15/03/2020,18:00,French Polynesia,1,0,
15/03/2020,18:00,Gabon,1,0,
15/03/2020,18:00,Georgia,30,0,
15/03/2020,18:00,Germany,3795,8,
15/03/2020,18:00,Ghana,1,0,
15/03/2020,18:00,Gibraltar,1,0,
15/03/2020,18:00,Greece,190,1,
15/03/2020,18:00,Guadeloupe,1,0,
15/03/2020,18:00,Guernsey,1,0,
15/03/2020,18:00,Guinea,1,0,
15/03/2020,18:00,Guyana,6,1,
15/03/2020,18:00,Holy See,1,0,
15/03/2020,18:00,Honduras,2,0,
15/03/2020,18:00,Hong Kong Special Administrative Region,146,4,Including 1 probable case
15/03/2020,18:00,Hungary,25,0,
15/03/2020,18:00,Iceland,138,0,
15/03/2020,18:00,India,82,2,
15/03/2020,18:00,Indonesia,69,3,
15/03/2020,18:00,Iran,12729,611,
15/03/2020,18:00,Iraq,93,9,
15/03/2020,18:00,Ireland,129,2,
15/03/2020,18:00,Israel,100,0,
15/03/2020,18:00,Italy,21157,1441,
15/03/2020,18:00,Jamaica,7,0,
15/03/2020,18:00,Japan,780,22,Excluding 697 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
15/03/2020,18:00,Jersey,2,0,
15/03/2020,18:00,Jordan,1,0,
15/03/2020,18:00,Kazakhstan,1,0,
15/03/2020,18:00,Kenya,1,0,
15/03/2020,18:00,Kuwait,112,0,
15/03/2020,18:00,Latvia,26,0,
15/03/2020,18:00,Lebanon,77,4,
15/03/2020,18:00,Liechtenstein,4,0,
15/03/2020,18:00,Lithuania,6,0,
15/03/2020,18:00,Luxembourg,38,1,
15/03/2020,18:00,Macao Special Administrative Region,10,0,
15/03/2020,18:00,Malaysia,238,0,
15/03/2020,18:00,Maldives,9,0,
15/03/2020,18:00,Malta,12,0,
15/03/2020,18:00,Martinique,6,0,
15/03/2020,18:00,Mexico,26,0,
15/03/2020,18:00,Monaco,2,0,
15/03/2020,18:00,Mongolia,1,0,
15/03/2020,18:00,Morocco,7,1,
15/03/2020,18:00,Nepal,1,0,
15/03/2020,18:00,Netherlands,959,12,
15/03/2020,18:00,New Zealand,6,0,
15/03/2020,18:00,Nigeria,2,0,
15/03/2020,18:00,North Macedonia,13,0,
15/03/2020,18:00,Norway,907,1,
15/03/2020,18:00,Palestine,31,0,
15/03/2020,18:00,Oman,19,0,
15/03/2020,18:00,Pakistan,21,0,
15/03/2020,18:00,Panama,27,1,
15/03/2020,18:00,Paraguay,6,0,
15/03/2020,18:00,Peru,28,0,
15/03/2020,18:00,Philippines,64,2,
15/03/2020,18:00,Poland,64,1,
15/03/2020,18:00,Portugal,112,0,
15/03/2020,18:00,Puerto Rico,3,0,
15/03/2020,18:00,Qatar,262,0,
15/03/2020,18:00,Korea,8162,75,
15/03/2020,18:00,Republic of Moldova,8,0,
15/03/2020,18:00,Réunion,5,0,
15/03/2020,18:00,Romania,113,0,
15/03/2020,18:00,Russia,34,0,
15/03/2020,18:00,Saint Barthélemy,1,0,
15/03/2020,18:00,Saint Martin,2,0,
15/03/2020,18:00,Saint Vincent and the Grenadines,1,0,
15/03/2020,18:00,San Marino,77,2,
15/03/2020,18:00,Saudi Arabia,62,0,
15/03/2020,18:00,Senegal,10,0,
15/03/2020,18:00,Serbia,31,0,
15/03/2020,18:00,Singapore,212,0,
15/03/2020,18:00,Slovakia,44,0,
15/03/2020,18:00,Slovenia,141,0,
15/03/2020,18:00,South Africa,17,0,
15/03/2020,18:00,Spain,5753,136,
15/03/2020,18:00,Sri Lanka,6,0,
15/03/2020,18:00,Sudan,1,0,
15/03/2020,18:00,Sweden,924,0,
15/03/2020,18:00,Switzerland,1188,11,
15/03/2020,18:00,Taiwan,53,1,
15/03/2020,18:00,Thailand,75,1,
15/03/2020,18:00,United Kingdom,1144,21,
15/03/2020,18:00,Togo,1,0,
15/03/2020,18:00,Trinidad and Tobago,1,0,
15/03/2020,18:00,Tunisia,16,0,
15/03/2020,18:00,Turkey,5,0,
15/03/2020,18:00,Ukraine,3,1,
15/03/2020,18:00,United Arab Emirates,85,0,
15/03/2020,18:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
15/03/2020,18:00,Venezuela (Bolivarian Republic of),2,0,
15/03/2020,18:00,Viet Nam,48,0,
16/03/2020,9:00,Afghanistan,10,0,
16/03/2020,9:00,Albania,42,1,
16/03/2020,9:00,Algeria,37,3,
16/03/2020,9:00,Andorra,2,0,
16/03/2020,9:00,Antigua and Barbuda,1,0,
16/03/2020,9:00,Argentina,45,2,
16/03/2020,9:00,Armenia,26,0,
16/03/2020,9:00,Australia,249,3,
16/03/2020,9:00,Austria,860,1,
16/03/2020,9:00,Azerbaijan,19,0,
16/03/2020,9:00,Bahrain,214,0,
16/03/2020,9:00,Bangladesh,3,0,
16/03/2020,9:00,Belarus,21,0,
16/03/2020,9:00,Belgium,886,4,
16/03/2020,9:00,Bhutan,1,0,
16/03/2020,9:00,Bolivia,3,0,
16/03/2020,9:00,Bosnia and Herzegovina,18,0,
16/03/2020,9:00,Brazil,121,0,
16/03/2020,9:00,Brunei Darussalam,40,0,
16/03/2020,9:00,Bulgaria,43,2,
16/03/2020,9:00,Burkina Faso,3,0,
16/03/2020,9:00,Cambodia,7,0,
16/03/2020,9:00,Cameroon,3,0,
16/03/2020,9:00,Canada,304,1,
16/03/2020,9:00,Cayman Islands,1,0,
16/03/2020,9:00,Central African Republic,1,0,
16/03/2020,9:00,Chile,61,0,
16/03/2020,9:00,Colombia,24,0,
16/03/2020,9:00,Congo,1,0,
16/03/2020,9:00,Costa Rica,23,0,
16/03/2020,9:00,Côte d’Ivoire,3,0,
16/03/2020,9:00,Croatia,31,0,
16/03/2020,9:00,Cuba,4,0,
16/03/2020,9:00,Curaçao,2,0,
16/03/2020,9:00,Cyprus,26,0,
16/03/2020,9:00,Czech Republic,253,0,
16/03/2020,9:00,Democratic Republic of the Congo,2,0,
16/03/2020,9:00,Denmark,864,1,
16/03/2020,9:00,Dominican Republic,5,0,
16/03/2020,9:00,Ecuador,23,0,
16/03/2020,9:00,Egypt,93,2,
16/03/2020,9:00,Equatorial Guinea,1,0,
16/03/2020,9:00,Estonia,79,0,
16/03/2020,9:00,Eswatini,1,0,
16/03/2020,9:00,Ethiopia,1,0,
16/03/2020,9:00,Faroe Islands,9,0,
16/03/2020,9:00,Finland,241,0,
16/03/2020,9:00,France,5923,126,
16/03/2020,9:00,French Guiana,7,0,
16/03/2020,9:00,French Polynesia,3,0,
16/03/2020,9:00,Gabon,1,0,
16/03/2020,9:00,Georgia,33,0,
16/03/2020,9:00,Germany,4838,12,
16/03/2020,9:00,Ghana,2,0,
16/03/2020,9:00,Gibraltar,1,0,
16/03/2020,9:00,Greece,331,2,
16/03/2020,9:00,Guadeloupe,3,0,
16/03/2020,9:00,Guernsey,1,0,
16/03/2020,9:00,Guinea,1,0,
16/03/2020,9:00,Guyana,1,1,
16/03/2020,9:00,Holy See,1,0,
16/03/2020,9:00,Honduras,2,0,
16/03/2020,9:00,Hong Kong Special Administrative Region,149,4,Including 1 probable case
16/03/2020,9:00,Hungary,32,0,
16/03/2020,9:00,Iceland,138,0,
16/03/2020,9:00,India,107,2,
16/03/2020,9:00,Indonesia,117,4,
16/03/2020,9:00,Iran,13938,724,
16/03/2020,9:00,Iraq,93,9,
16/03/2020,9:00,Ireland,169,2,
16/03/2020,9:00,Israel,200,0,
16/03/2020,9:00,Italy,24747,1809,
16/03/2020,9:00,Jamaica,8,0,
16/03/2020,9:00,Japan,814,24,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
16/03/2020,9:00,Jersey,2,0,
16/03/2020,9:00,Jordan,1,0,
16/03/2020,9:00,Kazakhstan,6,0,
16/03/2020,9:00,Kenya,1,0,
16/03/2020,9:00,Kuwait,112,0,
16/03/2020,9:00,Latvia,30,0,
16/03/2020,9:00,Lebanon,93,3,
16/03/2020,9:00,Liechtenstein,4,0,
16/03/2020,9:00,Lithuania,9,0,
16/03/2020,9:00,Luxembourg,19,1,
16/03/2020,9:00,Macao Special Administrative Region,11,0,
16/03/2020,9:00,Malaysia,428,0,
16/03/2020,9:00,Maldives,10,0,
16/03/2020,9:00,Malta,21,0,
16/03/2020,9:00,Martinique,10,0,
16/03/2020,9:00,Mauritania,1,0,
16/03/2020,9:00,Mayotte,1,0,
16/03/2020,9:00,Mexico,41,0,
16/03/2020,9:00,Monaco,2,0,
16/03/2020,9:00,Mongolia,1,0,
16/03/2020,9:00,Morocco,18,1,
16/03/2020,9:00,Namibia,2,0,
16/03/2020,9:00,Nepal,1,0,
16/03/2020,9:00,Netherlands,1135,20,
16/03/2020,9:00,New Zealand,6,0,
16/03/2020,9:00,Nigeria,2,0,
16/03/2020,9:00,North Macedonia,13,0,
16/03/2020,9:00,Norway,1077,1,
16/03/2020,9:00,Palestine,38,0,
16/03/2020,9:00,Oman,20,0,
16/03/2020,9:00,Pakistan,28,0,
16/03/2020,9:00,Panama,27,1,
16/03/2020,9:00,Paraguay,6,0,
16/03/2020,9:00,Peru,43,0,
16/03/2020,9:00,Philippines,140,12,
16/03/2020,9:00,Poland,111,3,
16/03/2020,9:00,Portugal,112,0,
16/03/2020,9:00,Puerto Rico,3,0,
16/03/2020,9:00,Qatar,401,0,
16/03/2020,9:00,Korea,8162,75,
16/03/2020,9:00,Republic of Moldova,23,0,
16/03/2020,9:00,Réunion,6,0,
16/03/2020,9:00,Romania,123,0,
16/03/2020,9:00,Russia,34,0,
16/03/2020,9:00,Saint Barthélemy,1,0,
16/03/2020,9:00,Saint Martin,2,0,
16/03/2020,9:00,Saint Vincent and the Grenadines,1,0,
16/03/2020,9:00,San Marino,77,5,
16/03/2020,9:00,Saudi Arabia,103,0,
16/03/2020,9:00,Senegal,21,0,
16/03/2020,9:00,Serbia,46,0,
16/03/2020,9:00,Singapore,226,0,
16/03/2020,9:00,Slovakia,61,0,
16/03/2020,9:00,Slovenia,57,0,
16/03/2020,9:00,South Africa,38,0,
16/03/2020,9:00,Spain,7753,288,
16/03/2020,9:00,Sri Lanka,11,0,
16/03/2020,9:00,Sudan,1,0,
16/03/2020,9:00,Sweden,992,0,
16/03/2020,9:00,Switzerland,1562,13,
16/03/2020,9:00,Taiwan,59,1,
16/03/2020,9:00,Thailand,75,1,
16/03/2020,9:00,United Kingdom,1372,35,
16/03/2020,9:00,Togo,1,0,
16/03/2020,9:00,Trinidad and Tobago,1,0,
16/03/2020,9:00,Tunisia,16,0,
16/03/2020,9:00,Turkey,5,0,
16/03/2020,9:00,Ukraine,3,1,
16/03/2020,9:00,United Arab Emirates,85,0,
16/03/2020,9:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
16/03/2020,9:00,Venezuela (Bolivarian Republic of),2,0,
16/03/2020,9:00,Viet Nam,53,0,
16/03/2020,18:00,Afghanistan,10,0,
16/03/2020,18:00,Albania,42,1,
16/03/2020,18:00,Algeria,37,3,
16/03/2020,18:00,Andorra,2,0,
16/03/2020,18:00,Antigua and Barbuda,1,0,
16/03/2020,18:00,Argentina,45,2,
16/03/2020,18:00,Armenia,26,0,
16/03/2020,18:00,Australia,298,5,
16/03/2020,18:00,Austria,860,1,
16/03/2020,18:00,Azerbaijan,19,0,
16/03/2020,18:00,Bahrain,214,0,
16/03/2020,18:00,Bangladesh,3,0,
16/03/2020,18:00,Belarus,21,0,
16/03/2020,18:00,Belgium,886,4,
16/03/2020,18:00,Bhutan,1,0,
16/03/2020,18:00,Bolivia,3,0,
16/03/2020,18:00,Bosnia and Herzegovina,18,0,
16/03/2020,18:00,Brazil,121,0,
16/03/2020,18:00,Brunei Darussalam,40,0,
16/03/2020,18:00,Bulgaria,43,2,
16/03/2020,18:00,Burkina Faso,3,0,
16/03/2020,18:00,Cambodia,7,0,
16/03/2020,18:00,Cameroon,3,0,
16/03/2020,18:00,Canada,304,1,
16/03/2020,18:00,Cayman Islands,1,0,
16/03/2020,18:00,Central African Republic,1,0,
16/03/2020,18:00,Chile,61,0,
16/03/2020,18:00,Colombia,24,0,
16/03/2020,18:00,Congo,1,0,
16/03/2020,18:00,Costa Rica,23,0,
16/03/2020,18:00,Côte d’Ivoire,3,0,
16/03/2020,18:00,Croatia,31,0,
16/03/2020,18:00,Cuba,4,0,
16/03/2020,18:00,Curaçao,2,0,
16/03/2020,18:00,Cyprus,26,0,
16/03/2020,18:00,Czech Republic,253,0,
16/03/2020,18:00,Democratic Republic of the Congo,2,0,
16/03/2020,18:00,Denmark,864,1,
16/03/2020,18:00,Dominican Republic,5,0,
16/03/2020,18:00,Ecuador,23,0,
16/03/2020,18:00,Egypt,110,2,
16/03/2020,18:00,Equatorial Guinea,1,0,
16/03/2020,18:00,Estonia,171,0,
16/03/2020,18:00,Eswatini,1,0,
16/03/2020,18:00,Ethiopia,1,0,
16/03/2020,18:00,Faroe Islands,9,0,
16/03/2020,18:00,Finland,241,0,
16/03/2020,18:00,France,5923,126,
16/03/2020,18:00,French Guiana,7,0,
16/03/2020,18:00,French Polynesia,3,0,
16/03/2020,18:00,Gabon,1,0,
16/03/2020,18:00,Georgia,33,0,
16/03/2020,18:00,Germany,4838,12,
16/03/2020,18:00,Ghana,2,0,
16/03/2020,18:00,Gibraltar,1,0,
16/03/2020,18:00,Greece,331,4,
16/03/2020,18:00,Guadeloupe,3,0,
16/03/2020,18:00,Guernsey,1,0,
16/03/2020,18:00,Guinea,1,0,
16/03/2020,18:00,Guyana,1,1,
16/03/2020,18:00,Holy See,1,0,
16/03/2020,18:00,Honduras,2,0,
16/03/2020,18:00,Hong Kong Special Administrative Region,156,4,Including 1 probable case
16/03/2020,18:00,Hungary,32,0,
16/03/2020,18:00,Iceland,138,0,
16/03/2020,18:00,India,107,2,
16/03/2020,18:00,Indonesia,117,4,
16/03/2020,18:00,Iran,13938,724,
16/03/2020,18:00,Iraq,93,9,
16/03/2020,18:00,Ireland,169,2,
16/03/2020,18:00,Israel,200,0,
16/03/2020,18:00,Italy,24747,1809,
16/03/2020,18:00,Jamaica,8,0,
16/03/2020,18:00,Japan,814,24,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
16/03/2020,18:00,Jersey,2,0,
16/03/2020,18:00,Jordan,1,0,
16/03/2020,18:00,Kazakhstan,6,0,
16/03/2020,18:00,Kenya,1,0,
16/03/2020,18:00,Kuwait,112,0,
16/03/2020,18:00,Latvia,30,0,
16/03/2020,18:00,Lebanon,93,3,
16/03/2020,18:00,Liechtenstein,4,0,
16/03/2020,18:00,Lithuania,9,0,
16/03/2020,18:00,Luxembourg,19,1,
16/03/2020,18:00,Macao Special Administrative Region,11,0,
16/03/2020,18:00,Malaysia,428,0,
16/03/2020,18:00,Maldives,10,0,
16/03/2020,18:00,Malta,21,0,
16/03/2020,18:00,Martinique,10,0,
16/03/2020,18:00,Mauritania,1,0,
16/03/2020,18:00,Mayotte,1,0,
16/03/2020,18:00,Mexico,41,0,
16/03/2020,18:00,Monaco,2,0,
16/03/2020,18:00,Mongolia,1,0,
16/03/2020,18:00,Morocco,18,1,
16/03/2020,18:00,Namibia,2,0,
16/03/2020,18:00,Nepal,1,0,
16/03/2020,18:00,Netherlands,1135,20,
16/03/2020,18:00,New Zealand,6,0,
16/03/2020,18:00,Nigeria,2,0,
16/03/2020,18:00,North Macedonia,13,0,
16/03/2020,18:00,Norway,1077,1,
16/03/2020,18:00,Palestine,38,0,
16/03/2020,18:00,Oman,20,0,
16/03/2020,18:00,Pakistan,28,0,
16/03/2020,18:00,Panama,27,1,
16/03/2020,18:00,Paraguay,6,0,
16/03/2020,18:00,Peru,43,0,
16/03/2020,18:00,Philippines,140,12,
16/03/2020,18:00,Poland,111,3,
16/03/2020,18:00,Portugal,112,0,
16/03/2020,18:00,Puerto Rico,3,0,
16/03/2020,18:00,Qatar,401,0,
16/03/2020,18:00,Korea,8236,75,
16/03/2020,18:00,Republic of Moldova,23,0,
16/03/2020,18:00,Réunion,6,0,
16/03/2020,18:00,Romania,139,0,
16/03/2020,18:00,Russia,34,0,
16/03/2020,18:00,Saint Barthélemy,1,0,
16/03/2020,18:00,Saint Martin,2,0,
16/03/2020,18:00,Saint Vincent and the Grenadines,1,0,
16/03/2020,18:00,San Marino,77,5,
16/03/2020,18:00,Saudi Arabia,103,0,
16/03/2020,18:00,Senegal,21,0,
16/03/2020,18:00,Serbia,46,0,
16/03/2020,18:00,Singapore,226,0,
16/03/2020,18:00,Slovakia,61,0,
16/03/2020,18:00,Slovenia,219,0,
16/03/2020,18:00,South Africa,38,0,
16/03/2020,18:00,Spain,7753,288,
16/03/2020,18:00,Sri Lanka,11,0,
16/03/2020,18:00,Sudan,1,0,
16/03/2020,18:00,Sweden,992,0,
16/03/2020,18:00,Switzerland,2200,13,
16/03/2020,18:00,Taiwan,59,1,
16/03/2020,18:00,Thailand,114,1,
16/03/2020,18:00,United Kingdom,1391,35,
16/03/2020,18:00,Togo,1,0,
16/03/2020,18:00,Trinidad and Tobago,1,0,
16/03/2020,18:00,Tunisia,16,0,
16/03/2020,18:00,Turkey,5,0,
16/03/2020,18:00,Ukraine,3,1,
16/03/2020,18:00,United Arab Emirates,85,0,
16/03/2020,18:00,United States of America,1629,41,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
16/03/2020,18:00,Venezuela (Bolivarian Republic of),2,0,
16/03/2020,18:00,Viet Nam,53,0,
17/03/2020,9:00,Afghanistan,16,0,
17/03/2020,9:00,Albania,51,1,
17/03/2020,9:00,Algeria,49,3,
17/03/2020,9:00,Andorra,14,0,
17/03/2020,9:00,Antigua and Barbuda,1,0,
17/03/2020,9:00,Argentina,56,2,
17/03/2020,9:00,Armenia,30,0,
17/03/2020,9:00,Australia,298,5,
17/03/2020,9:00,Austria,1016,3,
17/03/2020,9:00,Azerbaijan,19,0,
17/03/2020,9:00,Bahrain,221,1,
17/03/2020,9:00,Bangladesh,5,0,
17/03/2020,9:00,Belarus,36,0,
17/03/2020,9:00,Belgium,1058,5,
17/03/2020,9:00,Bhutan,1,0,
17/03/2020,9:00,Bolivia,11,0,
17/03/2020,9:00,Bosnia and Herzegovina,19,0,
17/03/2020,9:00,Brazil,200,0,
17/03/2020,9:00,Brunei Darussalam,50,0,
17/03/2020,9:00,Bulgaria,51,2,
17/03/2020,9:00,Burkina Faso,3,0,
17/03/2020,9:00,Cambodia,12,0,
17/03/2020,9:00,Cameroon,3,0,
17/03/2020,9:00,Canada,324,1,
17/03/2020,9:00,Cayman Islands,1,1,
17/03/2020,9:00,Central African Republic,1,0,
17/03/2020,9:00,Chile,75,0,
17/03/2020,9:00,Colombia,24,0,
17/03/2020,9:00,Congo,1,0,
17/03/2020,9:00,Costa Rica,23,0,
17/03/2020,9:00,Côte d’Ivoire,3,0,
17/03/2020,9:00,Croatia,49,0,
17/03/2020,9:00,Cuba,4,0,
17/03/2020,9:00,Curaçao,2,0,
17/03/2020,9:00,Cyprus,33,0,
17/03/2020,9:00,Czech Republic,298,0,
17/03/2020,9:00,Democratic Republic of the Congo,2,0,
17/03/2020,9:00,Denmark,914,1,
17/03/2020,9:00,Dominican Republic,5,0,
17/03/2020,9:00,Ecuador,37,2,
17/03/2020,9:00,Egypt,126,2,
17/03/2020,9:00,Equatorial Guinea,1,0,
17/03/2020,9:00,Estonia,205,0,
17/03/2020,9:00,Eswatini,1,0,
17/03/2020,9:00,Ethiopia,1,0,
17/03/2020,9:00,Faroe Islands,11,0,
17/03/2020,9:00,Finland,272,0,
17/03/2020,9:00,France,6633,148,
17/03/2020,9:00,French Guiana,7,0,
17/03/2020,9:00,French Polynesia,3,0,
17/03/2020,9:00,Gabon,1,0,
17/03/2020,9:00,Georgia,33,0,
17/03/2020,9:00,Germany,6012,13,
17/03/2020,9:00,Ghana,2,0,
17/03/2020,9:00,Gibraltar,1,0,
17/03/2020,9:00,Greece,352,4,
17/03/2020,9:00,Guadeloupe,6,0,
17/03/2020,9:00,Guernsey,1,0,
17/03/2020,9:00,Guinea,1,0,
17/03/2020,9:00,Guyana,4,1,
17/03/2020,9:00,Holy See,1,0,
17/03/2020,9:00,Honduras,2,0,
17/03/2020,9:00,Hong Kong Special Administrative Region,158,4,Including 1 probable case
17/03/2020,9:00,Hungary,32,1,
17/03/2020,9:00,Iceland,180,0,
17/03/2020,9:00,India,114,2,
17/03/2020,9:00,Indonesia,117,4,
17/03/2020,9:00,Iran,14991,853,
17/03/2020,9:00,Iraq,124,9,
17/03/2020,9:00,Ireland,169,2,
17/03/2020,9:00,Israel,250,0,
17/03/2020,9:00,Italy,27980,2158,
17/03/2020,9:00,Jamaica,10,0,
17/03/2020,9:00,Japan,829,28,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
17/03/2020,9:00,Jersey,2,0,
17/03/2020,9:00,Jordan,6,0,
17/03/2020,9:00,Kazakhstan,6,0,
17/03/2020,9:00,Kenya,1,0,
17/03/2020,9:00,Korea,8320,81,
17/03/2020,9:00,Kuwait,112,0,
17/03/2020,9:00,Latvia,34,0,
17/03/2020,9:00,Lebanon,99,3,
17/03/2020,9:00,Liechtenstein,7,0,
17/03/2020,9:00,Lithuania,17,0,
17/03/2020,9:00,Luxembourg,38,1,
17/03/2020,9:00,Macao Special Administrative Region,11,0,
17/03/2020,9:00,Malaysia,553,0,
17/03/2020,9:00,Maldives,13,0,
17/03/2020,9:00,Malta,21,0,
17/03/2020,9:00,Martinique,15,0,
17/03/2020,9:00,Mauritania,1,0,
17/03/2020,9:00,Mayotte,1,0,
17/03/2020,9:00,Mexico,53,0,
17/03/2020,9:00,Monaco,9,0,
17/03/2020,9:00,Mongolia,1,0,
17/03/2020,9:00,Morocco,28,1,
17/03/2020,9:00,Namibia,2,0,
17/03/2020,9:00,Nepal,1,0,
17/03/2020,9:00,Netherlands,1413,24,
17/03/2020,9:00,New Zealand,6,0,
17/03/2020,9:00,Nigeria,2,0,
17/03/2020,9:00,North Macedonia,19,0,
17/03/2020,9:00,Norway,1169,3,
17/03/2020,9:00,Oman,22,0,
17/03/2020,9:00,Pakistan,52,0,
17/03/2020,9:00,Palestine,38,0,
17/03/2020,9:00,Panama,43,1,
17/03/2020,9:00,Paraguay,8,0,
17/03/2020,9:00,Peru,71,0,
17/03/2020,9:00,Philippines,142,12,
17/03/2020,9:00,Poland,156,3,
17/03/2020,9:00,Portugal,245,0,
17/03/2020,9:00,Puerto Rico,3,0,
17/03/2020,9:00,Qatar,439,0,
17/03/2020,9:00,Republic of Moldova,23,0,
17/03/2020,9:00,Réunion,9,0,
17/03/2020,9:00,Romania,158,0,
17/03/2020,9:00,Russia,93,0,
17/03/2020,9:00,Rwanda,5,0,
17/03/2020,9:00,Saint Barthélemy,3,0,
17/03/2020,9:00,Saint Martin,2,0,
17/03/2020,9:00,Saint Vincent and the Grenadines,1,0,
17/03/2020,9:00,San Marino,102,5,
17/03/2020,9:00,Saudi Arabia,103,0,
17/03/2020,9:00,Senegal,26,0,
17/03/2020,9:00,Serbia,46,0,
17/03/2020,9:00,Seychelles,2,0,
17/03/2020,9:00,Singapore,243,0,
17/03/2020,9:00,Slovakia,72,0,
17/03/2020,9:00,Slovenia,219,0,
17/03/2020,9:00,South Africa,51,0,
17/03/2020,9:00,Spain,9191,309,
17/03/2020,9:00,Sri Lanka,19,0,
17/03/2020,9:00,Sudan,1,1,
17/03/2020,9:00,Sweden,1059,3,
17/03/2020,9:00,Switzerland,1673,14,
17/03/2020,9:00,Taiwan,67,1,
17/03/2020,9:00,Thailand,114,1,
17/03/2020,9:00,Togo,1,0,
17/03/2020,9:00,Trinidad and Tobago,2,0,
17/03/2020,9:00,Tunisia,18,0,
17/03/2020,9:00,Turkey,5,0,
17/03/2020,9:00,Ukraine,3,1,
17/03/2020,9:00,United Arab Emirates,98,0,
17/03/2020,9:00,United Kingdom,1547,55,
17/03/2020,9:00,United States of America,3487,68,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
17/03/2020,9:00,Uruguay,4,0,
17/03/2020,9:00,Uzbekistan,4,0,
17/03/2020,9:00,Venezuela (Bolivarian Republic of),2,0,
17/03/2020,9:00,Viet Nam,57,0,
17/03/2020,18:00,Afghanistan,16,0,
17/03/2020,18:00,Albania,51,1,
17/03/2020,18:00,Algeria,49,3,
17/03/2020,18:00,Andorra,14,0,
17/03/2020,18:00,Antigua and Barbuda,1,0,
17/03/2020,18:00,Argentina,56,2,
17/03/2020,18:00,Armenia,30,0,
17/03/2020,18:00,Australia,375,5,
17/03/2020,18:00,Austria,1132,3,
17/03/2020,18:00,Azerbaijan,19,0,
17/03/2020,18:00,Bahrain,229,1,
17/03/2020,18:00,Bangladesh,5,0,
17/03/2020,18:00,Belarus,36,0,
17/03/2020,18:00,Belgium,1058,5,
17/03/2020,18:00,Bhutan,1,0,
17/03/2020,18:00,Bolivia,11,0,
17/03/2020,18:00,Bosnia and Herzegovina,19,0,
17/03/2020,18:00,Brazil,200,0,
17/03/2020,18:00,Brunei Darussalam,50,0,
17/03/2020,18:00,Bulgaria,51,2,
17/03/2020,18:00,Burkina Faso,3,0,
17/03/2020,18:00,Cambodia,12,0,
17/03/2020,18:00,Cameroon,3,0,
17/03/2020,18:00,Canada,424,4,
17/03/2020,18:00,Cayman Islands,1,1,
17/03/2020,18:00,Central African Republic,1,0,
17/03/2020,18:00,Chile,75,0,
17/03/2020,18:00,Colombia,24,0,
17/03/2020,18:00,Congo,1,0,
17/03/2020,18:00,Costa Rica,23,0,
17/03/2020,18:00,Côte d’Ivoire,3,0,
17/03/2020,18:00,Croatia,49,0,
17/03/2020,18:00,Cuba,4,0,
17/03/2020,18:00,Curaçao,2,0,
17/03/2020,18:00,Cyprus,33,0,
17/03/2020,18:00,Czech Republic,298,0,
17/03/2020,18:00,Democratic Republic of the Congo,2,0,
17/03/2020,18:00,Denmark,914,1,
17/03/2020,18:00,Dominican Republic,5,0,
17/03/2020,18:00,Ecuador,37,2,
17/03/2020,18:00,Egypt,126,2,
17/03/2020,18:00,Equatorial Guinea,1,0,
17/03/2020,18:00,Estonia,205,0,
17/03/2020,18:00,Eswatini,1,0,
17/03/2020,18:00,Ethiopia,1,0,
17/03/2020,18:00,Faroe Islands,11,0,
17/03/2020,18:00,Finland,272,0,
17/03/2020,18:00,France,6633,148,
