As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
29/04/2021,11:00,Heilongjiang,1610,13,,0
29/04/2021,11:00,Jiangxi,937,1,,0
29/04/2021,11:00,Guangdong,2335,8,,27
29/04/2021,11:00,Guizhou,147,2,,0
29/04/2021,11:00,Shanghai,1977,7,,43
29/04/2021,11:00,Shandong,876,7,,3
29/04/2021,11:00,Guangxi Zhuang Autonomous Region,270,2,,0
29/04/2021,11:00,Yunnan,341,2,,17
29/04/2021,11:00,Inner Mongolia Autonomous Region,380,1,,3
29/04/2021,11:00,Zhejiang,1343,1,,16
29/04/2021,11:00,Henan,1309,22,,1
29/04/2021,11:00,Hebei,1317,7,,0
29/04/2021,11:00,Hainan,191,6,,16
29/04/2021,11:00,Jilin,572,3,,0
29/04/2021,11:00,Shanxi,251,0,,1
29/04/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
29/04/2021,11:00,Jiangsu,718,0,,2
29/04/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
29/04/2021,11:00,Qinghai,18,0,,0
29/04/2021,11:00,Tibet Autonomous Region,9,0,,0
29/04/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
30/04/2021,11:00,Hubei,68158,4512,,3
30/04/2021,11:00,Beijing,1057,9,,0
30/04/2021,11:00,Liaoning,408,2,,0
30/04/2021,11:00,Anhui,994,6,,0
30/04/2021,11:00,Chongqing,596,6,,5
30/04/2021,11:00,Shaanxi,590,3,,11
30/04/2021,11:00,Tianjin,385,3,,8
30/04/2021,11:00,Fujian,592,1,,8
30/04/2021,11:00,Hunan,1043,4,,0
30/04/2021,11:00,Sichuan,979,3,,20
30/04/2021,11:00,Gansu,193,2,,0
30/04/2021,11:00,Heilongjiang,1610,13,,0
30/04/2021,11:00,Jiangxi,937,1,,0
30/04/2021,11:00,Guangdong,2337,8,,27
30/04/2021,11:00,Guizhou,147,2,,0
30/04/2021,11:00,Shanghai,1984,7,,47
30/04/2021,11:00,Shandong,876,7,,0
30/04/2021,11:00,Guangxi Zhuang Autonomous Region,270,2,,0
30/04/2021,11:00,Yunnan,341,2,,16
30/04/2021,11:00,Inner Mongolia Autonomous Region,380,1,,3
30/04/2021,11:00,Zhejiang,1343,1,,16
30/04/2021,11:00,Henan,1309,22,,1
30/04/2021,11:00,Hebei,1317,7,,0
30/04/2021,11:00,Hainan,192,6,,17
30/04/2021,11:00,Jilin,572,3,,0
30/04/2021,11:00,Shanxi,252,0,,2
30/04/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
30/04/2021,11:00,Jiangsu,719,0,,3
30/04/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
30/04/2021,11:00,Qinghai,18,0,,0
30/04/2021,11:00,Tibet Autonomous Region,9,0,,0
30/04/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
01/05/2021,11:00,Hubei,68158,4512,,3
01/05/2021,11:00,Beijing,1057,9,,0
01/05/2021,11:00,Liaoning,408,2,,0
01/05/2021,11:00,Anhui,994,6,,0
01/05/2021,11:00,Chongqing,596,6,,5
01/05/2021,11:00,Shaanxi,590,3,,9
01/05/2021,11:00,Tianjin,385,3,,6
01/05/2021,11:00,Fujian,593,1,,9
01/05/2021,11:00,Hunan,1043,4,,0
01/05/2021,11:00,Sichuan,981,3,,20
01/05/2021,11:00,Gansu,193,2,,0
01/05/2021,11:00,Heilongjiang,1610,13,,0
01/05/2021,11:00,Jiangxi,937,1,,0
01/05/2021,11:00,Guangdong,2344,8,,31
01/05/2021,11:00,Guizhou,147,2,,0
01/05/2021,11:00,Shanghai,1987,7,,47
01/05/2021,11:00,Shandong,876,7,,0
01/05/2021,11:00,Guangxi Zhuang Autonomous Region,271,2,,1
01/05/2021,11:00,Yunnan,342,2,,16
01/05/2021,11:00,Inner Mongolia Autonomous Region,380,1,,2
01/05/2021,11:00,Zhejiang,1344,1,,16
01/05/2021,11:00,Henan,1309,22,,1
01/05/2021,11:00,Hebei,1317,7,,0
01/05/2021,11:00,Hainan,192,6,,17
01/05/2021,11:00,Jilin,572,3,,0
01/05/2021,11:00,Shanxi,252,0,,2
01/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
01/05/2021,11:00,Jiangsu,719,0,,3
01/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
01/05/2021,11:00,Qinghai,18,0,,0
01/05/2021,11:00,Tibet Autonomous Region,9,0,,0
01/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
02/05/2021,11:00,Hubei,68158,4512,,3
02/05/2021,11:00,Beijing,1057,9,,0
02/05/2021,11:00,Liaoning,408,2,,0
02/05/2021,11:00,Anhui,994,6,,0
02/05/2021,11:00,Chongqing,596,6,,5
02/05/2021,11:00,Shaanxi,590,3,,5
02/05/2021,11:00,Tianjin,385,3,,6
02/05/2021,11:00,Fujian,594,1,,9
02/05/2021,11:00,Hunan,1043,4,,0
02/05/2021,11:00,Sichuan,981,3,,18
02/05/2021,11:00,Gansu,193,2,,0
02/05/2021,11:00,Heilongjiang,1610,13,,0
02/05/2021,11:00,Jiangxi,937,1,,0
02/05/2021,11:00,Guangdong,2350,8,,33
02/05/2021,11:00,Guizhou,147,2,,0
02/05/2021,11:00,Shanghai,1991,7,,49
02/05/2021,11:00,Shandong,876,7,,0
02/05/2021,11:00,Guangxi Zhuang Autonomous Region,274,2,,4
02/05/2021,11:00,Yunnan,343,2,,16
02/05/2021,11:00,Inner Mongolia Autonomous Region,380,1,,1
02/05/2021,11:00,Zhejiang,1344,1,,16
02/05/2021,11:00,Henan,1309,22,,0
02/05/2021,11:00,Hebei,1317,7,,0
02/05/2021,11:00,Hainan,192,6,,17
02/05/2021,11:00,Jilin,572,3,,0
02/05/2021,11:00,Shanxi,252,0,,2
02/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
02/05/2021,11:00,Jiangsu,719,0,,3
02/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
02/05/2021,11:00,Qinghai,18,0,,0
02/05/2021,11:00,Tibet Autonomous Region,9,0,,0
02/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
03/05/2021,11:00,Hubei,68158,4512,,3
03/05/2021,11:00,Beijing,1057,9,,0
03/05/2021,11:00,Liaoning,408,2,,0
03/05/2021,11:00,Anhui,994,6,,0
03/05/2021,11:00,Chongqing,596,6,,5
03/05/2021,11:00,Shaanxi,590,3,,4
03/05/2021,11:00,Tianjin,385,3,,5
03/05/2021,11:00,Fujian,594,1,,9
03/05/2021,11:00,Hunan,1043,4,,0
03/05/2021,11:00,Sichuan,982,3,,19
03/05/2021,11:00,Gansu,193,2,,0
03/05/2021,11:00,Heilongjiang,1610,13,,0
03/05/2021,11:00,Jiangxi,937,1,,0
03/05/2021,11:00,Guangdong,2354,8,,35
03/05/2021,11:00,Guizhou,147,2,,0
03/05/2021,11:00,Shanghai,1996,7,,53
03/05/2021,11:00,Shandong,876,7,,0
03/05/2021,11:00,Guangxi Zhuang Autonomous Region,274,2,,4
03/05/2021,11:00,Yunnan,343,2,,14
03/05/2021,11:00,Inner Mongolia Autonomous Region,381,1,,2
03/05/2021,11:00,Zhejiang,1344,1,,16
03/05/2021,11:00,Henan,1309,22,,0
03/05/2021,11:00,Hebei,1317,7,,0
03/05/2021,11:00,Hainan,192,6,,13
03/05/2021,11:00,Jilin,572,3,,0
03/05/2021,11:00,Shanxi,252,0,,2
03/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
03/05/2021,11:00,Jiangsu,719,0,,3
03/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
03/05/2021,11:00,Qinghai,18,0,,0
03/05/2021,11:00,Tibet Autonomous Region,9,0,,0
03/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
04/05/2021,11:00,Hubei,68158,4512,,2
04/05/2021,11:00,Beijing,1057,9,,0
04/05/2021,11:00,Liaoning,408,2,,0
04/05/2021,11:00,Anhui,994,6,,0
04/05/2021,11:00,Chongqing,596,6,,5
04/05/2021,11:00,Shaanxi,590,3,,3
04/05/2021,11:00,Tianjin,385,3,,5
04/05/2021,11:00,Fujian,594,1,,7
04/05/2021,11:00,Hunan,1043,4,,0
04/05/2021,11:00,Sichuan,988,3,,24
04/05/2021,11:00,Gansu,193,2,,0
04/05/2021,11:00,Heilongjiang,1610,13,,0
04/05/2021,11:00,Jiangxi,937,1,,0
04/05/2021,11:00,Guangdong,2358,8,,39
04/05/2021,11:00,Guizhou,147,2,,0
04/05/2021,11:00,Shanghai,1999,7,,53
04/05/2021,11:00,Shandong,878,7,,2
04/05/2021,11:00,Guangxi Zhuang Autonomous Region,274,2,,4
04/05/2021,11:00,Yunnan,344,2,,14
04/05/2021,11:00,Inner Mongolia Autonomous Region,381,1,,2
04/05/2021,11:00,Zhejiang,1344,1,,15
04/05/2021,11:00,Henan,1309,22,,0
04/05/2021,11:00,Hebei,1317,7,,0
04/05/2021,11:00,Hainan,192,6,,13
04/05/2021,11:00,Jilin,572,3,,0
04/05/2021,11:00,Shanxi,252,0,,2
04/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
04/05/2021,11:00,Jiangsu,720,0,,4
04/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
04/05/2021,11:00,Qinghai,18,0,,0
04/05/2021,11:00,Tibet Autonomous Region,9,0,,0
04/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
05/05/2021,11:00,Hubei,68158,4512,,2
05/05/2021,11:00,Beijing,1057,9,,0
05/05/2021,11:00,Liaoning,408,2,,0
05/05/2021,11:00,Anhui,994,6,,0
05/05/2021,11:00,Chongqing,596,6,,5
05/05/2021,11:00,Shaanxi,590,3,,3
05/05/2021,11:00,Tianjin,386,3,,4
05/05/2021,11:00,Fujian,594,1,,7
05/05/2021,11:00,Hunan,1043,4,,0
05/05/2021,11:00,Sichuan,990,3,,25
05/05/2021,11:00,Gansu,193,2,,0
05/05/2021,11:00,Heilongjiang,1610,13,,0
05/05/2021,11:00,Jiangxi,937,1,,0
05/05/2021,11:00,Guangdong,2359,8,,39
05/05/2021,11:00,Guizhou,147,2,,0
05/05/2021,11:00,Shanghai,1999,7,,50
05/05/2021,11:00,Shandong,879,7,,3
05/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
05/05/2021,11:00,Yunnan,344,2,,12
05/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
05/05/2021,11:00,Zhejiang,1344,1,,15
05/05/2021,11:00,Henan,1309,22,,0
05/05/2021,11:00,Hebei,1317,7,,0
05/05/2021,11:00,Hainan,192,6,,1
05/05/2021,11:00,Jilin,572,3,,0
05/05/2021,11:00,Shanxi,252,0,,2
05/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
05/05/2021,11:00,Jiangsu,720,0,,4
05/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
05/05/2021,11:00,Qinghai,18,0,,0
05/05/2021,11:00,Tibet Autonomous Region,9,0,,0
05/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
06/05/2021,11:00,Hubei,68158,4512,,1
06/05/2021,11:00,Beijing,1057,9,,0
06/05/2021,11:00,Liaoning,408,2,,0
06/05/2021,11:00,Anhui,994,6,,0
06/05/2021,11:00,Chongqing,596,6,,5
06/05/2021,11:00,Shaanxi,590,3,,3
06/05/2021,11:00,Tianjin,386,3,,3
06/05/2021,11:00,Fujian,594,1,,7
06/05/2021,11:00,Hunan,1043,4,,0
06/05/2021,11:00,Sichuan,992,3,,27
06/05/2021,11:00,Gansu,193,2,,0
06/05/2021,11:00,Heilongjiang,1610,13,,0
06/05/2021,11:00,Jiangxi,937,1,,0
06/05/2021,11:00,Guangdong,2360,8,,38
06/05/2021,11:00,Guizhou,147,2,,0
06/05/2021,11:00,Shanghai,1999,7,,49
06/05/2021,11:00,Shandong,879,7,,3
06/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
06/05/2021,11:00,Yunnan,346,2,,13
06/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
06/05/2021,11:00,Zhejiang,1344,1,,15
06/05/2021,11:00,Henan,1309,22,,0
06/05/2021,11:00,Hebei,1317,7,,0
06/05/2021,11:00,Hainan,192,6,,1
06/05/2021,11:00,Jilin,572,3,,0
06/05/2021,11:00,Shanxi,252,0,,2
06/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
06/05/2021,11:00,Jiangsu,720,0,,4
06/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
06/05/2021,11:00,Qinghai,18,0,,0
06/05/2021,11:00,Tibet Autonomous Region,9,0,,0
06/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
07/05/2021,11:00,Hubei,68158,4512,,1
07/05/2021,11:00,Beijing,1057,9,,0
07/05/2021,11:00,Liaoning,408,2,,0
07/05/2021,11:00,Anhui,994,6,,0
07/05/2021,11:00,Chongqing,596,6,,3
07/05/2021,11:00,Shaanxi,591,3,,4
07/05/2021,11:00,Tianjin,386,3,,3
07/05/2021,11:00,Fujian,596,1,,9
07/05/2021,11:00,Hunan,1043,4,,0
07/05/2021,11:00,Sichuan,992,3,,25
07/05/2021,11:00,Gansu,193,2,,0
07/05/2021,11:00,Heilongjiang,1610,13,,0
07/05/2021,11:00,Jiangxi,937,1,,0
07/05/2021,11:00,Guangdong,2365,8,,38
07/05/2021,11:00,Guizhou,147,2,,0
07/05/2021,11:00,Shanghai,2004,7,,49
07/05/2021,11:00,Shandong,879,7,,3
07/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
07/05/2021,11:00,Yunnan,346,2,,10
07/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
07/05/2021,11:00,Zhejiang,1344,1,,13
07/05/2021,11:00,Henan,1309,22,,0
07/05/2021,11:00,Hebei,1317,7,,0
07/05/2021,11:00,Hainan,192,6,,1
07/05/2021,11:00,Jilin,572,3,,0
07/05/2021,11:00,Shanxi,252,0,,2
07/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
07/05/2021,11:00,Jiangsu,720,0,,4
07/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
07/05/2021,11:00,Qinghai,18,0,,0
07/05/2021,11:00,Tibet Autonomous Region,9,0,,0
07/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
08/05/2021,11:00,Hubei,68158,4512,,1
08/05/2021,11:00,Beijing,1057,9,,0
08/05/2021,11:00,Liaoning,408,2,,0
08/05/2021,11:00,Anhui,994,6,,0
08/05/2021,11:00,Chongqing,597,6,,3
08/05/2021,11:00,Shaanxi,592,3,,4
08/05/2021,11:00,Tianjin,387,3,,4
08/05/2021,11:00,Fujian,596,1,,9
08/05/2021,11:00,Hunan,1044,4,,1
08/05/2021,11:00,Sichuan,992,3,,24
08/05/2021,11:00,Gansu,193,2,,0
08/05/2021,11:00,Heilongjiang,1610,13,,0
08/05/2021,11:00,Jiangxi,937,1,,0
08/05/2021,11:00,Guangdong,2365,8,,37
08/05/2021,11:00,Guizhou,147,2,,0
08/05/2021,11:00,Shanghai,2006,7,,48
08/05/2021,11:00,Shandong,879,7,,3
08/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
08/05/2021,11:00,Yunnan,346,2,,9
08/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
08/05/2021,11:00,Zhejiang,1345,1,,14
08/05/2021,11:00,Henan,1309,22,,0
08/05/2021,11:00,Hebei,1317,7,,0
08/05/2021,11:00,Hainan,192,6,,1
08/05/2021,11:00,Jilin,572,3,,0
08/05/2021,11:00,Shanxi,252,0,,2
08/05/2021,11:00,Ningxia Hui Autonomous Region,75,0,,0
08/05/2021,11:00,Jiangsu,720,0,,3
08/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
08/05/2021,11:00,Qinghai,18,0,,0
08/05/2021,11:00,Tibet Autonomous Region,9,0,,0
08/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
09/05/2021,11:00,Hubei,68158,4512,,1
09/05/2021,11:00,Beijing,1057,9,,0
09/05/2021,11:00,Liaoning,408,2,,0
09/05/2021,11:00,Anhui,994,6,,0
09/05/2021,11:00,Chongqing,597,6,,3
09/05/2021,11:00,Shaanxi,592,3,,4
09/05/2021,11:00,Tianjin,387,3,,3
09/05/2021,11:00,Fujian,596,1,,6
09/05/2021,11:00,Hunan,1044,4,,1
09/05/2021,11:00,Sichuan,992,3,,24
09/05/2021,11:00,Gansu,193,2,,0
09/05/2021,11:00,Heilongjiang,1610,13,,0
09/05/2021,11:00,Jiangxi,937,1,,0
09/05/2021,11:00,Guangdong,2370,8,,42
09/05/2021,11:00,Guizhou,147,2,,0
09/05/2021,11:00,Shanghai,2012,7,,45
09/05/2021,11:00,Shandong,879,7,,3
09/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
09/05/2021,11:00,Yunnan,346,2,,9
09/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
09/05/2021,11:00,Zhejiang,1345,1,,14
09/05/2021,11:00,Henan,1309,22,,0
09/05/2021,11:00,Hebei,1317,7,,0
09/05/2021,11:00,Hainan,192,6,,1
09/05/2021,11:00,Jilin,572,3,,0
09/05/2021,11:00,Shanxi,252,0,,2
09/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
09/05/2021,11:00,Jiangsu,720,0,,3
09/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
09/05/2021,11:00,Qinghai,18,0,,0
09/05/2021,11:00,Tibet Autonomous Region,9,0,,0
09/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
10/05/2021,11:00,Hubei,68158,4512,,1
10/05/2021,11:00,Beijing,1057,9,,0
10/05/2021,11:00,Liaoning,408,2,,0
10/05/2021,11:00,Anhui,994,6,,0
10/05/2021,11:00,Chongqing,597,6,,3
10/05/2021,11:00,Shaanxi,594,3,,5
10/05/2021,11:00,Tianjin,387,3,,3
10/05/2021,11:00,Fujian,596,1,,5
10/05/2021,11:00,Hunan,1044,4,,1
10/05/2021,11:00,Sichuan,993,3,,23
10/05/2021,11:00,Gansu,193,2,,0
10/05/2021,11:00,Heilongjiang,1610,13,,0
10/05/2021,11:00,Jiangxi,937,1,,0
10/05/2021,11:00,Guangdong,2372,8,,43
10/05/2021,11:00,Guizhou,147,2,,0
10/05/2021,11:00,Shanghai,2016,7,,47
10/05/2021,11:00,Shandong,879,7,,3
10/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
10/05/2021,11:00,Yunnan,347,2,,7
10/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,3
10/05/2021,11:00,Zhejiang,1346,1,,15
10/05/2021,11:00,Henan,1309,22,,0
10/05/2021,11:00,Hebei,1317,7,,0
10/05/2021,11:00,Hainan,192,6,,1
10/05/2021,11:00,Jilin,572,3,,0
10/05/2021,11:00,Shanxi,252,0,,2
10/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
10/05/2021,11:00,Jiangsu,720,0,,2
10/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
10/05/2021,11:00,Qinghai,18,0,,0
10/05/2021,11:00,Tibet Autonomous Region,9,0,,0
10/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
11/05/2021,11:00,Hubei,68158,4512,,1
11/05/2021,11:00,Beijing,1057,9,,0
11/05/2021,11:00,Liaoning,408,2,,0
11/05/2021,11:00,Anhui,994,6,,0
11/05/2021,11:00,Chongqing,598,6,,3
11/05/2021,11:00,Shaanxi,595,3,,6
11/05/2021,11:00,Tianjin,387,3,,3
11/05/2021,11:00,Fujian,598,1,,7
11/05/2021,11:00,Hunan,1045,4,,2
11/05/2021,11:00,Sichuan,997,3,,22
11/05/2021,11:00,Gansu,193,2,,0
11/05/2021,11:00,Heilongjiang,1610,13,,0
11/05/2021,11:00,Jiangxi,937,1,,0
11/05/2021,11:00,Guangdong,2373,8,,42
11/05/2021,11:00,Guizhou,147,2,,0
11/05/2021,11:00,Shanghai,2020,7,,50
11/05/2021,11:00,Shandong,879,7,,3
11/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
11/05/2021,11:00,Yunnan,347,2,,7
11/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,2
11/05/2021,11:00,Zhejiang,1346,1,,14
11/05/2021,11:00,Henan,1309,22,,0
11/05/2021,11:00,Hebei,1317,7,,0
11/05/2021,11:00,Hainan,192,6,,1
11/05/2021,11:00,Jilin,572,3,,0
11/05/2021,11:00,Shanxi,252,0,,2
11/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
11/05/2021,11:00,Jiangsu,720,0,,2
11/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
11/05/2021,11:00,Qinghai,18,0,,0
11/05/2021,11:00,Tibet Autonomous Region,9,0,,0
11/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
12/05/2021,11:00,Hubei,68158,4512,,1
12/05/2021,11:00,Beijing,1057,9,,0
12/05/2021,11:00,Liaoning,408,2,,0
12/05/2021,11:00,Anhui,994,6,,0
12/05/2021,11:00,Chongqing,598,6,,2
12/05/2021,11:00,Shaanxi,596,3,,6
12/05/2021,11:00,Tianjin,387,3,,2
12/05/2021,11:00,Fujian,598,1,,7
12/05/2021,11:00,Hunan,1045,4,,2
12/05/2021,11:00,Sichuan,998,3,,20
12/05/2021,11:00,Gansu,193,2,,0
12/05/2021,11:00,Heilongjiang,1610,13,,0
12/05/2021,11:00,Jiangxi,937,1,,0
12/05/2021,11:00,Guangdong,2381,8,,47
12/05/2021,11:00,Guizhou,147,2,,0
12/05/2021,11:00,Shanghai,2023,7,,51
12/05/2021,11:00,Shandong,880,7,,4
12/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
12/05/2021,11:00,Yunnan,347,2,,6
12/05/2021,11:00,Inner Mongolia Autonomous Region,382,1,,2
12/05/2021,11:00,Zhejiang,1347,1,,15
12/05/2021,11:00,Henan,1309,22,,0
12/05/2021,11:00,Hebei,1317,7,,0
12/05/2021,11:00,Hainan,192,6,,1
12/05/2021,11:00,Jilin,572,3,,0
12/05/2021,11:00,Shanxi,252,0,,2
12/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
12/05/2021,11:00,Jiangsu,721,0,,3
12/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
12/05/2021,11:00,Qinghai,18,0,,0
12/05/2021,11:00,Tibet Autonomous Region,9,0,,0
12/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
13/05/2021,11:00,Hubei,68158,4512,,0
13/05/2021,11:00,Beijing,1057,9,,0
13/05/2021,11:00,Liaoning,408,2,,0
13/05/2021,11:00,Anhui,994,6,,0
13/05/2021,11:00,Chongqing,598,6,,2
13/05/2021,11:00,Shaanxi,597,3,,7
13/05/2021,11:00,Tianjin,388,3,,3
13/05/2021,11:00,Fujian,598,1,,7
13/05/2021,11:00,Hunan,1045,4,,2
13/05/2021,11:00,Sichuan,999,3,,20
13/05/2021,11:00,Gansu,193,2,,0
13/05/2021,11:00,Heilongjiang,1610,13,,0
13/05/2021,11:00,Jiangxi,937,1,,0
13/05/2021,11:00,Guangdong,2383,8,,48
13/05/2021,11:00,Guizhou,147,2,,0
13/05/2021,11:00,Shanghai,2025,7,,48
13/05/2021,11:00,Shandong,881,7,,5
13/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
13/05/2021,11:00,Yunnan,347,2,,6
13/05/2021,11:00,Inner Mongolia Autonomous Region,383,1,,3
13/05/2021,11:00,Zhejiang,1347,1,,4
13/05/2021,11:00,Henan,1309,22,,0
13/05/2021,11:00,Hebei,1317,7,,0
13/05/2021,11:00,Hainan,192,6,,1
13/05/2021,11:00,Jilin,572,3,,0
13/05/2021,11:00,Shanxi,252,0,,1
13/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
13/05/2021,11:00,Jiangsu,721,0,,3
13/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
13/05/2021,11:00,Qinghai,18,0,,0
13/05/2021,11:00,Tibet Autonomous Region,9,0,,0
13/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
14/05/2021,11:00,Hubei,68158,4512,,0
14/05/2021,11:00,Beijing,1057,9,,0
14/05/2021,11:00,Liaoning,408,2,,0
14/05/2021,11:00,Anhui,996,6,,2
14/05/2021,11:00,Chongqing,598,6,,2
14/05/2021,11:00,Shaanxi,597,3,,7
14/05/2021,11:00,Tianjin,388,3,,3
14/05/2021,11:00,Fujian,599,1,,7
14/05/2021,11:00,Hunan,1045,4,,2
14/05/2021,11:00,Sichuan,999,3,,20
14/05/2021,11:00,Gansu,193,2,,0
14/05/2021,11:00,Heilongjiang,1610,13,,0
14/05/2021,11:00,Jiangxi,937,1,,0
14/05/2021,11:00,Guangdong,2386,8,,49
14/05/2021,11:00,Guizhou,147,2,,0
14/05/2021,11:00,Shanghai,2026,7,,42
14/05/2021,11:00,Shandong,881,7,,5
14/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,5
14/05/2021,11:00,Yunnan,347,2,,6
14/05/2021,11:00,Inner Mongolia Autonomous Region,383,1,,3
14/05/2021,11:00,Zhejiang,1347,1,,4
14/05/2021,11:00,Henan,1309,22,,0
14/05/2021,11:00,Hebei,1317,7,,0
14/05/2021,11:00,Hainan,192,6,,0
14/05/2021,11:00,Jilin,572,3,,0
14/05/2021,11:00,Shanxi,252,0,,0
14/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
14/05/2021,11:00,Jiangsu,721,0,,2
14/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
14/05/2021,11:00,Qinghai,18,0,,0
14/05/2021,11:00,Tibet Autonomous Region,9,0,,0
14/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
15/05/2021,11:00,Hubei,68158,4512,,0
15/05/2021,11:00,Beijing,1057,9,,0
15/05/2021,11:00,Liaoning,411,2,,3
15/05/2021,11:00,Anhui,999,6,,5
15/05/2021,11:00,Chongqing,598,6,,2
15/05/2021,11:00,Shaanxi,599,3,,9
15/05/2021,11:00,Tianjin,388,3,,3
15/05/2021,11:00,Fujian,599,1,,6
15/05/2021,11:00,Hunan,1045,4,,2
15/05/2021,11:00,Sichuan,1000,3,,19
15/05/2021,11:00,Gansu,193,2,,0
15/05/2021,11:00,Heilongjiang,1610,13,,0
15/05/2021,11:00,Jiangxi,937,1,,0
15/05/2021,11:00,Guangdong,2387,8,,43
15/05/2021,11:00,Guizhou,147,2,,0
15/05/2021,11:00,Shanghai,2029,7,,42
15/05/2021,11:00,Shandong,882,7,,6
15/05/2021,11:00,Guangxi Zhuang Autonomous Region,275,2,,4
15/05/2021,11:00,Yunnan,347,2,,5
15/05/2021,11:00,Inner Mongolia Autonomous Region,383,1,,3
15/05/2021,11:00,Zhejiang,1347,1,,3
15/05/2021,11:00,Henan,1309,22,,0
15/05/2021,11:00,Hebei,1317,7,,0
15/05/2021,11:00,Hainan,192,6,,0
15/05/2021,11:00,Jilin,572,3,,0
15/05/2021,11:00,Shanxi,252,0,,0
15/05/2021,11:00,Ningxia Hui Autonomous Region,76,0,,1
15/05/2021,11:00,Jiangsu,721,0,,2
15/05/2021,11:00,Xinjiang Uygur Autonomous Region,971,3,,0
15/05/2021,11:00,Qinghai,18,0,,0
15/05/2021,11:00,Tibet Autonomous Region,9,0,,0
15/05/2021,11:00,Xinjiang Production and Construction Corps,1,0,,0
16/05/2021,11:00,Hubei,68158,4512,,0
16/05/2021,11:00,Beijing,1057,9,,0
